validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,e3aa6c0ddb16,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-133.489868164062> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,e3f5b7060ed1,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-107.261779785156> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,e6396b0cbde4,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-102.337585449219> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,e8dceced0795,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-223.020812988281> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,eb08c02601e7,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-12.3153686523438> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,ec4695433263,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-189.813537597656> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,ecc2d8c5a2c5,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-14.2473754882812> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,ed3893167bf9,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-169.405151367188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f0cd3b8662af,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-40.4402465820312> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f23134a45883,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-11.0468139648438> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f288c740422b,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-58.7831420898438> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f2cf863ba09a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-214.522399902344> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f39f5f379dc0,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-210.503845214844> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f4a386cd7c2e,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-88.1036376953125> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,f8aae92d8408,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-181.487182617188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,fa653bd0a99d,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-187.599975585938> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,fee69df5a535,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-191.455688476562> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dicom-validator,991dc147bda0,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced SOP Sequence) is unexpected,ERROR,826,FLOOR,PS3.3 Section C.18.4 Image Reference Macro,PS3.3 Table C.18.4-1 Image Reference Macro Attributes,"PS3.3 Table C.18.4-1, row "">Referenced SOP Sequence"", tag (0008,1199), Type 3: ""Reference to a Softcopy Presentation State SOP Class/SOP Instance pair. Only a single Item is permitted in this Sequence."" PS3.5 Section 7.4.5: ""IODs and SOP Classes define Type 3 Data Elements that are optional Data Elements. Absence of a Type 3 Data Element from a Data Set does not convey any significance and is not a protocol violation.""","A Type 3 attribute listed by the macro at exactly the nesting depth the object uses, flagged as not belonging to any allowed module. Same modelling gap as the Referenced Frame Number class, and the clearest demonstration of it, because no condition exists on a Type 3 attribute that could have failed."
