validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,rule,citation_section,citation_table,citation_quote,rationale
dciodvfy,a1b008a0130d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0146> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a1dec212304a,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-064> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a2b9277320c2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0156> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a2e714ba7331,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2448> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a468aa87cfea,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-072> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a471b3c9a5dd,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-381> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a4ac950c98bf,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0031> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a6730e51608c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-B0026> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a6efb0dc75dd,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-306> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a728ff5e5963,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-178> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a76af51d7211,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-362> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a775ba33aa4d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-399> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a7a0a81d55be,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-378> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,a7ab16898d4d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-162> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
